TYPE:NBS	
UNITS:m3s	
INTERVAL:daily	
LOCATION:erie
#YYYY-MM-DD
1990-01-01,  -999.9
1990-01-02,  -999.9
1990-01-03,  -999.9
1990-01-04,  -999.9
1990-01-05,    29.0
1990-01-06,    74.0
1990-01-07,   -92.0
1990-01-08,   -43.0
1990-01-09,   -88.0
1990-01-10,   -45.0
1990-01-11,    62.0
1990-01-12,    -4.0
1990-01-13,    63.0
1990-01-14,   -56.0
1990-01-15,    90.0
1990-01-16,   -18.0
1990-01-17,    96.0
1990-01-18,    -3.0
1990-01-19,   -27.0
1990-01-20,    27.0
1990-01-21,   -44.0
1990-01-22,   -72.0
1990-01-23,   -33.0
1990-01-24,    23.0
1990-01-25,   -19.0
1990-01-26,  -100.0
1990-01-27,    12.0
1990-01-28,   -86.0
1990-01-29,    43.0
1990-01-30,    93.0
1990-01-31,    62.0
1990-02-01,    57.0
1990-02-02,    69.0
1990-02-03,   -78.0
1990-02-04,    97.0
1990-02-05,   -83.0
1990-02-06,     9.0
1990-02-07,    34.0
1990-02-08,    70.0
1990-02-09,   -31.0
1990-02-10,    -6.0
1990-02-11,    16.0
1990-02-12,    35.0
1990-02-13,   -78.0
1990-02-14,   -86.0
1990-02-15,   -35.0
1990-02-16,   -30.0
1990-02-17,    56.0
1990-02-18,    99.0
1990-02-19,   -54.0
1990-02-20,    77.0
1990-02-21,   -17.0
1990-02-22,    77.0
1990-02-23,    77.0
1990-02-24,   -84.0
1990-02-25,    12.0
1990-02-26,   -50.0
1990-02-27,   -56.0
1990-02-28,   -36.0
1990-03-01,   -21.0
1990-03-02,   -77.0
1990-03-03,   -23.0
1990-03-04,    46.0
1990-03-05,    22.0
1990-03-06,   -20.0
1990-03-07,    -1.0
1990-03-08,   -10.0
1990-03-09,    52.0
1990-03-10,    23.0
1990-03-11,   -30.0
1990-03-12,    -3.0
1990-03-13,   -60.0
1990-03-14,    11.0
1990-03-15,   -46.0
1990-03-16,   -33.0
1990-03-17,    21.0
1990-03-18,    23.0
1990-03-19,   -50.0
1990-03-20,    70.0
1990-03-21,   -25.0
1990-03-22,   -32.0
1990-03-23,    59.0
1990-03-24,   -90.0
1990-03-25,    78.0
1990-03-26,    66.0
1990-03-27,    -4.0
1990-03-28,    51.0
1990-03-29,   -39.0
1990-03-30,   -64.0
1990-03-31,    13.0
1990-04-01,   -21.0
1990-04-02,    88.0
1990-04-03,    29.0
1990-04-04,   -80.0
1990-04-05,    33.0
1990-04-06,   -18.0
1990-04-07,    34.0
1990-04-08,   -34.0
1990-04-09,   -27.0
1990-04-10,   -19.0
1990-04-11,   -77.0
1990-04-12,   -23.0
1990-04-13,    96.0
1990-04-14,    -7.0
1990-04-15,   -41.0
1990-04-16,    61.0
1990-04-17,   -88.0
1990-04-18,    89.0
1990-04-19,   -23.0
1990-04-20,    82.0
1990-04-21,   -41.0
1990-04-22,    12.0
1990-04-23,    -2.0
1990-04-24,   -36.0
1990-04-25,   -32.0
1990-04-26,   -87.0
1990-04-27,    76.0
1990-04-28,    -9.0
1990-04-29,    29.0
1990-04-30,    73.0
1990-05-01,   -59.0
1990-05-02,    54.0
1990-05-03,    80.0
1990-05-04,    25.0
1990-05-05,    48.0
1990-05-06,    72.0
1990-05-07,    -9.0
1990-05-08,   -77.0
1990-05-09,   -29.0
1990-05-10,    79.0
1990-05-11,   -77.0
1990-05-12,   -91.0
1990-05-13,   -95.0
1990-05-14,    98.0
1990-05-15,    48.0
1990-05-16,    30.0
1990-05-17,    74.0
1990-05-18,    31.0
1990-05-19,     2.0
1990-05-20,   -59.0
1990-05-21,    51.0
1990-05-22,   -92.0
1990-05-23,    68.0
1990-05-24,   -63.0
1990-05-25,    17.0
1990-05-26,   -58.0
1990-05-27,    61.0
1990-05-28,    98.0
1990-05-29,   -66.0
1990-05-30,    74.0
1990-05-31,    32.0
1990-06-01,    43.0
1990-06-02,    41.0
1990-06-03,    29.0
1990-06-04,    95.0
1990-06-05,   -56.0
1990-06-06,   -67.0
1990-06-07,   -68.0
1990-06-08,   -19.0
1990-06-09,     7.0
1990-06-10,    91.0
1990-06-11,   -60.0
1990-06-12,   -88.0
1990-06-13,     2.0
1990-06-14,   -10.0
1990-06-15,   -46.0
1990-06-16,   -65.0
1990-06-17,    26.0
1990-06-18,    64.0
1990-06-19,   -74.0
1990-06-20,    80.0
1990-06-21,     5.0
1990-06-22,   -62.0
1990-06-23,    68.0
1990-06-24,     2.0
1990-06-25,   -94.0
1990-06-26,    95.0
1990-06-27,    79.0
1990-06-28,   -69.0
1990-06-29,   -94.0
1990-06-30,   -49.0
1990-07-01,    83.0
1990-07-02,    51.0
1990-07-03,   -49.0
1990-07-04,    85.0
1990-07-05,   -48.0
1990-07-06,    48.0
1990-07-07,    77.0
1990-07-08,   -52.0
1990-07-09,   -82.0
1990-07-10,    -4.0
1990-07-11,   -70.0
1990-07-12,   -58.0
1990-07-13,   -78.0
1990-07-14,    81.0
1990-07-15,    64.0
1990-07-16,   -55.0
1990-07-17,   -59.0
1990-07-18,     2.0
1990-07-19,    35.0
1990-07-20,    -3.0
1990-07-21,   -94.0
1990-07-22,   -48.0
1990-07-23,    93.0
1990-07-24,    35.0
1990-07-25,   -53.0
1990-07-26,    78.0
1990-07-27,   -15.0
1990-07-28,   -36.0
1990-07-29,   -38.0
1990-07-30,    99.0
1990-07-31,   -59.0
1990-08-01,   -69.0
1990-08-02,   -13.0
1990-08-03,    57.0
1990-08-04,   -37.0
1990-08-05,   -23.0
1990-08-06,  -100.0
1990-08-07,    35.0
1990-08-08,    71.0
1990-08-09,    58.0
1990-08-10,   -55.0
1990-08-11,    86.0
1990-08-12,   -19.0
1990-08-13,   -85.0
1990-08-14,   -37.0
1990-08-15,   -37.0
1990-08-16,    18.0
1990-08-17,    16.0
1990-08-18,   -13.0
1990-08-19,    96.0
1990-08-20,   -53.0
1990-08-21,    50.0
1990-08-22,    84.0
1990-08-23,    43.0
1990-08-24,    65.0
1990-08-25,    43.0
1990-08-26,   -98.0
1990-08-27,   -87.0
1990-08-28,    38.0
1990-08-29,   -46.0
1990-08-30,   -76.0
1990-08-31,   -87.0
1990-09-01,    41.0
1990-09-02,     2.0
1990-09-03,    -8.0
1990-09-04,   -34.0
1990-09-05,   -39.0
1990-09-06,     5.0
1990-09-07,    14.0
1990-09-08,   -75.0
1990-09-09,    45.0
1990-09-10,   -66.0
1990-09-11,    16.0
1990-09-12,   -43.0
1990-09-13,   -58.0
1990-09-14,   -70.0
1990-09-15,    98.0
1990-09-16,   -50.0
1990-09-17,    24.0
1990-09-18,   -95.0
1990-09-19,    43.0
1990-09-20,   -91.0
1990-09-21,    84.0
1990-09-22,   -11.0
1990-09-23,    81.0
1990-09-24,    -5.0
1990-09-25,    89.0
1990-09-26,   -92.0
1990-09-27,   -22.0
1990-09-28,    40.0
1990-09-29,   -49.0
1990-09-30,   -99.0
1990-10-01,   -63.0
1990-10-02,     7.0
1990-10-03,    -2.0
1990-10-04,   -64.0
1990-10-05,   -47.0
1990-10-06,   -16.0
1990-10-07,     5.0
1990-10-08,    98.0
1990-10-09,   -10.0
1990-10-10,   -44.0
1990-10-11,   -74.0
1990-10-12,     9.0
1990-10-13,   -17.0
1990-10-14,    41.0
1990-10-15,   -54.0
1990-10-16,   -20.0
1990-10-17,    25.0
1990-10-18,    67.0
1990-10-19,    98.0
1990-10-20,    62.0
1990-10-21,    97.0
1990-10-22,   -15.0
1990-10-23,    -8.0
1990-10-24,   -21.0
1990-10-25,   -24.0
1990-10-26,   -21.0
1990-10-27,    75.0
1990-10-28,   -22.0
1990-10-29,   -91.0
1990-10-30,    62.0
1990-10-31,   -60.0
1990-11-01,   -47.0
1990-11-02,    85.0
1990-11-03,   -92.0
1990-11-04,     2.0
1990-11-05,    91.0
1990-11-06,    61.0
1990-11-07,   -95.0
1990-11-08,   -67.0
1990-11-09,    22.0
1990-11-10,    18.0
1990-11-11,   -17.0
1990-11-12,   -53.0
1990-11-13,   -70.0
1990-11-14,    -8.0
1990-11-15,   -87.0
1990-11-16,    74.0
1990-11-17,   -85.0
1990-11-18,    56.0
1990-11-19,    11.0
1990-11-20,   -12.0
1990-11-21,   -19.0
1990-11-22,    -2.0
1990-11-23,   -45.0
1990-11-24,    81.0
1990-11-25,   -20.0
1990-11-26,   -47.0
1990-11-27,    62.0
1990-11-28,   -34.0
1990-11-29,    84.0
1990-11-30,   -26.0
1990-12-01,    50.0
1990-12-02,    18.0
1990-12-03,    20.0
1990-12-04,   -60.0
1990-12-05,   -72.0
1990-12-06,    72.0
1990-12-07,   -38.0
1990-12-08,   -52.0
1990-12-09,   -19.0
1990-12-10,   -78.0
1990-12-11,   -42.0
1990-12-12,   -39.0
1990-12-13,     4.0
1990-12-14,    75.0
1990-12-15,   -64.0
1990-12-16,   -37.0
1990-12-17,    41.0
1990-12-18,   -36.0
1990-12-19,    12.0
1990-12-20,    40.0
1990-12-21,    47.0
1990-12-22,   -56.0
1990-12-23,   -21.0
1990-12-24,    65.0
1990-12-25,   -51.0
1990-12-26,    32.0
1990-12-27,    96.0
1990-12-28,   -89.0
1990-12-29,   -39.0
1990-12-30,    71.0
1990-12-31,   -33.0
1991-01-01,    65.0
1991-01-02,   -97.0
1991-01-03,   -85.0
1991-01-04,   -29.0
1991-01-05,   -58.0
1991-01-06,   -24.0
1991-01-07,   -87.0
1991-01-08,   -44.0
1991-01-09,    77.0
1991-01-10,   -84.0
1991-01-11,   -81.0
1991-01-12,    80.0
1991-01-13,    28.0
1991-01-14,    95.0
1991-01-15,   -86.0
1991-01-16,   -94.0
1991-01-17,    95.0
1991-01-18,     8.0
1991-01-19,    -3.0
1991-01-20,    40.0
1991-01-21,    62.0
1991-01-22,    -2.0
1991-01-23,   -30.0
1991-01-24,    61.0
1991-01-25,   -91.0
1991-01-26,    20.0
1991-01-27,   -43.0
1991-01-28,   -16.0
1991-01-29,     9.0
1991-01-30,   -21.0
1991-01-31,   -71.0
1991-02-01,    92.0
1991-02-02,   -86.0
1991-02-03,   -72.0
1991-02-04,    59.0
1991-02-05,   -68.0
1991-02-06,   -10.0
1991-02-07,   -72.0
1991-02-08,   -47.0
1991-02-09,     1.0
1991-02-10,    75.0
1991-02-11,   -16.0
1991-02-12,    66.0
1991-02-13,    48.0
1991-02-14,    -2.0
1991-02-15,   -28.0
1991-02-16,    81.0
1991-02-17,   -37.0
1991-02-18,   -71.0
1991-02-19,   -63.0
1991-02-20,   -35.0
1991-02-21,     6.0
1991-02-22,    20.0
1991-02-23,    53.0
1991-02-24,    79.0
1991-02-25,   -58.0
1991-02-26,   -56.0
1991-02-27,     7.0
1991-02-28,    45.0
1991-03-01,    31.0
1991-03-02,    56.0
1991-03-03,   -63.0
1991-03-04,   -38.0
1991-03-05,    80.0
1991-03-06,     7.0
1991-03-07,    12.0
1991-03-08,   -61.0
1991-03-09,    26.0
1991-03-10,     2.0
1991-03-11,   -18.0
1991-03-12,   -40.0
1991-03-13,   -63.0
1991-03-14,    17.0
1991-03-15,   -72.0
1991-03-16,   -47.0
1991-03-17,    77.0
1991-03-18,    82.0
1991-03-19,   -72.0
1991-03-20,    31.0
1991-03-21,   -61.0
1991-03-22,   -13.0
1991-03-23,   -63.0
1991-03-24,   -26.0
1991-03-25,   -10.0
1991-03-26,    64.0
1991-03-27,    50.0
1991-03-28,    86.0
1991-03-29,    86.0
1991-03-30,   -39.0
1991-03-31,   -87.0
1991-04-01,    62.0
1991-04-02,   -98.0
1991-04-03,    56.0
1991-04-04,    -8.0
1991-04-05,    58.0
1991-04-06,   -25.0
1991-04-07,   -43.0
1991-04-08,   -78.0
1991-04-09,   -38.0
1991-04-10,    92.0
1991-04-11,    83.0
1991-04-12,   -87.0
1991-04-13,     7.0
1991-04-14,   -58.0
1991-04-15,    73.0
1991-04-16,     5.0
1991-04-17,    42.0
1991-04-18,    96.0
1991-04-19,    39.0
1991-04-20,   -99.0
1991-04-21,   -57.0
1991-04-22,     5.0
1991-04-23,   -61.0
1991-04-24,    -1.0
1991-04-25,    17.0
1991-04-26,   -58.0
1991-04-27,   -27.0
1991-04-28,    18.0
1991-04-29,    84.0
1991-04-30,    27.0
1991-05-01,   -78.0
1991-05-02,    55.0
1991-05-03,    21.0
1991-05-04,   -89.0
1991-05-05,   -90.0
1991-05-06,    90.0
1991-05-07,    68.0
1991-05-08,    60.0
1991-05-09,   -24.0
1991-05-10,   -82.0
1991-05-11,   -85.0
1991-05-12,   -10.0
1991-05-13,    55.0
1991-05-14,   -96.0
1991-05-15,   -58.0
1991-05-16,    96.0
1991-05-17,   -46.0
1991-05-18,    48.0
1991-05-19,   -41.0
1991-05-20,    -9.0
1991-05-21,     6.0
1991-05-22,   -68.0
1991-05-23,   -28.0
1991-05-24,    98.0
1991-05-25,   -20.0
1991-05-26,    24.0
1991-05-27,    34.0
1991-05-28,    -8.0
1991-05-29,   -78.0
1991-05-30,   -27.0
1991-05-31,    98.0
1991-06-01,     6.0
1991-06-02,    38.0
1991-06-03,    30.0
1991-06-04,    72.0
1991-06-05,   -43.0
1991-06-06,    90.0
1991-06-07,   -43.0
1991-06-08,    59.0
1991-06-09,     7.0
1991-06-10,   -60.0
1991-06-11,     6.0
1991-06-12,    72.0
1991-06-13,    36.0
1991-06-14,    80.0
1991-06-15,   -90.0
1991-06-16,    81.0
1991-06-17,    48.0
1991-06-18,    -6.0
1991-06-19,   -63.0
1991-06-20,   -15.0
1991-06-21,    43.0
1991-06-22,    62.0
1991-06-23,   -33.0
1991-06-24,    28.0
1991-06-25,    92.0
1991-06-26,    60.0
