KIND:nbs
UNITS:cms
INTERVAL:dy
LOCATION:er
# file created: 2018-05-16 19:56:12
1990-01,   -999.90,   -999.90,   -999.90,   -999.90,     29.00,     74.00,    -92.00,    -43.00,    -88.00,    -45.00,     62.00,     -4.00,     63.00,    -56.00,     90.00,    -18.00,     96.00,     -3.00,    -27.00,     27.00,    -44.00,    -72.00,    -33.00,     23.00,    -19.00,   -100.00,     12.00,    -86.00,     43.00,     93.00,     62.00
1990-02,     57.00,     69.00,    -78.00,     97.00,    -83.00,      9.00,     34.00,     70.00,    -31.00,     -6.00,     16.00,     35.00,    -78.00,    -86.00,    -35.00,    -30.00,     56.00,     99.00,    -54.00,     77.00,    -17.00,     77.00,     77.00,    -84.00,     12.00,    -50.00,    -56.00,    -36.00,   -999.90,   -999.90,   -999.90
1990-03,    -21.00,    -77.00,    -23.00,     46.00,     22.00,    -20.00,     -1.00,    -10.00,     52.00,     23.00,    -30.00,     -3.00,    -60.00,     11.00,    -46.00,    -33.00,     21.00,     23.00,    -50.00,     70.00,    -25.00,    -32.00,     59.00,    -90.00,     78.00,     66.00,     -4.00,     51.00,    -39.00,    -64.00,     13.00
1990-04,    -21.00,     88.00,     29.00,    -80.00,     33.00,    -18.00,     34.00,    -34.00,    -27.00,    -19.00,    -77.00,    -23.00,     96.00,     -7.00,    -41.00,     61.00,    -88.00,     89.00,    -23.00,     82.00,    -41.00,     12.00,     -2.00,    -36.00,    -32.00,    -87.00,     76.00,     -9.00,     29.00,     73.00,   -999.90
1990-05,    -59.00,     54.00,     80.00,     25.00,     48.00,     72.00,     -9.00,    -77.00,    -29.00,     79.00,    -77.00,    -91.00,    -95.00,     98.00,     48.00,     30.00,     74.00,     31.00,      2.00,    -59.00,     51.00,    -92.00,     68.00,    -63.00,     17.00,    -58.00,     61.00,     98.00,    -66.00,     74.00,     32.00
1990-06,     43.00,     41.00,     29.00,     95.00,    -56.00,    -67.00,    -68.00,    -19.00,      7.00,     91.00,    -60.00,    -88.00,      2.00,    -10.00,    -46.00,    -65.00,     26.00,     64.00,    -74.00,     80.00,      5.00,    -62.00,     68.00,      2.00,    -94.00,     95.00,     79.00,    -69.00,    -94.00,    -49.00,   -999.90
1990-07,     83.00,     51.00,    -49.00,     85.00,    -48.00,     48.00,     77.00,    -52.00,    -82.00,     -4.00,    -70.00,    -58.00,    -78.00,     81.00,     64.00,    -55.00,    -59.00,      2.00,     35.00,     -3.00,    -94.00,    -48.00,     93.00,     35.00,    -53.00,     78.00,    -15.00,    -36.00,    -38.00,     99.00,    -59.00
1990-08,    -69.00,    -13.00,     57.00,    -37.00,    -23.00,   -100.00,     35.00,     71.00,     58.00,    -55.00,     86.00,    -19.00,    -85.00,    -37.00,    -37.00,     18.00,     16.00,    -13.00,     96.00,    -53.00,     50.00,     84.00,     43.00,     65.00,     43.00,    -98.00,    -87.00,     38.00,    -46.00,    -76.00,    -87.00
1990-09,     41.00,      2.00,     -8.00,    -34.00,    -39.00,      5.00,     14.00,    -75.00,     45.00,    -66.00,     16.00,    -43.00,    -58.00,    -70.00,     98.00,    -50.00,     24.00,    -95.00,     43.00,    -91.00,     84.00,    -11.00,     81.00,     -5.00,     89.00,    -92.00,    -22.00,     40.00,    -49.00,    -99.00,   -999.90
1990-10,    -63.00,      7.00,     -2.00,    -64.00,    -47.00,    -16.00,      5.00,     98.00,    -10.00,    -44.00,    -74.00,      9.00,    -17.00,     41.00,    -54.00,    -20.00,     25.00,     67.00,     98.00,     62.00,     97.00,    -15.00,     -8.00,    -21.00,    -24.00,    -21.00,     75.00,    -22.00,    -91.00,     62.00,    -60.00
1990-11,    -47.00,     85.00,    -92.00,      2.00,     91.00,     61.00,    -95.00,    -67.00,     22.00,     18.00,    -17.00,    -53.00,    -70.00,     -8.00,    -87.00,     74.00,    -85.00,     56.00,     11.00,    -12.00,    -19.00,     -2.00,    -45.00,     81.00,    -20.00,    -47.00,     62.00,    -34.00,     84.00,    -26.00,   -999.90
1990-12,     50.00,     18.00,     20.00,    -60.00,    -72.00,     72.00,    -38.00,    -52.00,    -19.00,    -78.00,    -42.00,    -39.00,      4.00,     75.00,    -64.00,    -37.00,     41.00,    -36.00,     12.00,     40.00,     47.00,    -56.00,    -21.00,     65.00,    -51.00,     32.00,     96.00,    -89.00,    -39.00,     71.00,    -33.00
1991-01,     65.00,    -97.00,    -85.00,    -29.00,    -58.00,    -24.00,    -87.00,    -44.00,     77.00,    -84.00,    -81.00,     80.00,     28.00,     95.00,    -86.00,    -94.00,     95.00,      8.00,     -3.00,     40.00,     62.00,     -2.00,    -30.00,     61.00,    -91.00,     20.00,    -43.00,    -16.00,      9.00,    -21.00,    -71.00
1991-02,     92.00,    -86.00,    -72.00,     59.00,    -68.00,    -10.00,    -72.00,    -47.00,      1.00,     75.00,    -16.00,     66.00,     48.00,     -2.00,    -28.00,     81.00,    -37.00,    -71.00,    -63.00,    -35.00,      6.00,     20.00,     53.00,     79.00,    -58.00,    -56.00,      7.00,     45.00,   -999.90,   -999.90,   -999.90
1991-03,     31.00,     56.00,    -63.00,    -38.00,     80.00,      7.00,     12.00,    -61.00,     26.00,      2.00,    -18.00,    -40.00,    -63.00,     17.00,    -72.00,    -47.00,     77.00,     82.00,    -72.00,     31.00,    -61.00,    -13.00,    -63.00,    -26.00,    -10.00,     64.00,     50.00,     86.00,     86.00,    -39.00,    -87.00
1991-04,     62.00,    -98.00,     56.00,     -8.00,     58.00,    -25.00,    -43.00,    -78.00,    -38.00,     92.00,     83.00,    -87.00,      7.00,    -58.00,     73.00,      5.00,     42.00,     96.00,     39.00,    -99.00,    -57.00,      5.00,    -61.00,     -1.00,     17.00,    -58.00,    -27.00,     18.00,     84.00,     27.00,   -999.90
1991-05,    -78.00,     55.00,     21.00,    -89.00,    -90.00,     90.00,     68.00,     60.00,    -24.00,    -82.00,    -85.00,    -10.00,     55.00,    -96.00,    -58.00,     96.00,    -46.00,     48.00,    -41.00,     -9.00,      6.00,    -68.00,    -28.00,     98.00,    -20.00,     24.00,     34.00,     -8.00,    -78.00,    -27.00,     98.00
1991-06,      6.00,     38.00,     30.00,     72.00,    -43.00,     90.00,    -43.00,     59.00,      7.00,    -60.00,      6.00,     72.00,     36.00,     80.00,    -90.00,     81.00,     48.00,     -6.00,    -63.00,    -15.00,     43.00,     62.00,    -33.00,     28.00,     92.00,     60.00,     56.00,    -53.00,     90.00,     21.00,   -999.90
1991-07,     13.00,     23.00,      1.00,     -8.00,    -15.00,    -10.00,     29.00,    -40.00,    -19.00,    -69.00,     18.00,     76.00,     48.00,     28.00,     72.00,    -94.00,    -96.00,     70.00,     34.00,     47.00,     25.00,      3.00,    -33.00,      9.00,    -85.00,     12.00,     99.00,     56.00,     66.00,     -5.00,     -4.00
1991-08,     39.00,     14.00,     -8.00,    -52.00,     29.00,     63.00,    -23.00,    -47.00,    -77.00,    -88.00,    -42.00,    -44.00,     53.00,    -93.00,     98.00,     21.00,    -92.00,    -60.00,     78.00,     -7.00,     29.00,      0.00,      5.00,    -76.00,     57.00,     58.00,     25.00,      4.00,    -53.00,      0.00,    -70.00
1991-09,     21.00,    -42.00,     -8.00,     -7.00,    -44.00,    -78.00,    -36.00,     13.00,     70.00,    -90.00,     40.00,    -23.00,     -5.00,      3.00,     50.00,    -81.00,     22.00,    -92.00,      7.00,    -17.00,     39.00,     39.00,     74.00,     58.00,    -99.00,     10.00,     76.00,    -54.00,     90.00,     28.00,   -999.90
1991-10,    -48.00,     38.00,    -39.00,    -32.00,     37.00,    -82.00,    -69.00,     94.00,     22.00,     73.00,    -44.00,     62.00,    -92.00,     47.00,     18.00,     17.00,    -55.00,    -98.00,    -62.00,    -31.00,    -56.00,    -45.00,    -84.00,     -4.00,     15.00,     38.00,    -91.00,     65.00,     21.00,      5.00,     -4.00
1991-11,    -32.00,     28.00,     -6.00,    -25.00,     92.00,    -91.00,    -13.00,     25.00,      3.00,     20.00,    -71.00,    -72.00,     55.00,      9.00,    -70.00,    -55.00,    -63.00,    -68.00,    -43.00,    -71.00,     29.00,     59.00,    -94.00,      7.00,    -20.00,      1.00,     68.00,     99.00,    -33.00,     15.00,   -999.90
1991-12,    -96.00,     41.00,     41.00,     94.00,     40.00,     56.00,     28.00,    -13.00,    -27.00,    -20.00,      1.00,     70.00,     11.00,     72.00,    -36.00,    -93.00,    -13.00,    -34.00,     98.00,      5.00,     45.00,    -14.00,    -89.00,    -37.00,    -59.00,     63.00,     67.00,     18.00,    -62.00,     30.00,     65.00
1992-01,    -19.00,    -79.00,    -64.00,    -44.00,    -24.00,    -28.00,      6.00,      4.00,     39.00,     21.00,     51.00,    -74.00,    -70.00,     51.00,     76.00,    -17.00,     10.00,     20.00,    -70.00,     59.00,    -20.00,     97.00,     37.00,     10.00,     91.00,    -94.00,     79.00,    -21.00,     47.00,    -60.00,     37.00
1992-02,     29.00,     73.00,     71.00,     31.00,     14.00,    -31.00,     83.00,    -91.00,    -35.00,    -21.00,     55.00,     48.00,     49.00,     34.00,     43.00,    -67.00,     71.00,    -67.00,     92.00,    -57.00,    -18.00,     97.00,    -35.00,    -44.00,   -999.90,   -999.90,   -999.90,   -999.90,   -999.90,   -999.90,   -999.90
1992-03,   -999.90,   -999.90,   -999.90,   -999.90,   -999.90,   -999.90,   -999.90,   -999.90,   -999.90,   -999.90,   -999.90,   -999.90,   -999.90,   -999.90,   -999.90,   -999.90,   -999.90,   -999.90,   -999.90,   -999.90,   -999.90,   -999.90,   -999.90,   -999.90,   -999.90,   -999.90,   -999.90,   -999.90,   -999.90,   -999.90,   -999.90
